,name,levelLearned,move,type,category,power,accuracy
508,Growlithe,1,Ember,Fire,Special,40,100
509,Growlithe,1,Leer,Normal,Status,—,100
510,Growlithe,4,Howl,Normal,Status,—,—
511,Growlithe,8,Bite,Dark,Physical,60,100
512,Growlithe,12,Flame Wheel,Fire,Physical,60,100
513,Growlithe,16,Helping Hand,Normal,Status,—,—
514,Growlithe,20,Agility,Psychic,Status,—,—
515,Growlithe,24,Fire Fang,Fire,Physical,65,95
516,Growlithe,28,Retaliate,Normal,Physical,70,100
517,Growlithe,32,Crunch,Dark,Physical,80,100
518,Growlithe,36,Take Down,Normal,Physical,90,85
519,Growlithe,40,Flamethrower,Fire,Special,90,100
520,Growlithe,44,Roar,Normal,Status,—,—
521,Growlithe,48,Play Rough,Fairy,Physical,90,90
522,Growlithe,52,Reversal,Fighting,Physical,—,100
523,Growlithe,56,Flare Blitz,Fire,Physical,120,100
524,Arcanine,1,Agility,Psychic,Status,—,—
525,Arcanine,1,Bite,Dark,Physical,60,100
526,Arcanine,1,Crunch,Dark,Physical,80,100
527,Arcanine,1,Ember,Fire,Special,40,100
528,Arcanine,1,Fire Fang,Fire,Physical,65,95
529,Arcanine,1,Flame Wheel,Fire,Physical,60,100
530,Arcanine,1,Flare Blitz,Fire,Physical,120,100
531,Arcanine,1,Helping Hand,Normal,Status,—,—
532,Arcanine,1,Howl,Normal,Status,—,—
533,Arcanine,1,Leer,Normal,Status,—,100
534,Arcanine,1,Play Rough,Fairy,Physical,90,90
535,Arcanine,1,Retaliate,Normal,Physical,70,100
536,Arcanine,1,Reversal,Fighting,Physical,—,100
537,Arcanine,1,Roar,Normal,Status,—,—
538,Arcanine,1,Take Down,Normal,Physical,90,85
539,Arcanine,5,Flamethrower,Fire,Special,90,100
540,Poliwag,1,Hypnosis,Psychic,Status,—,60
541,Poliwag,1,Water Gun,Water,Special,40,100
542,Poliwag,6,Pound,Normal,Physical,40,100
543,Poliwag,12,Mud Shot,Ground,Special,55,95
544,Poliwag,18,Bubble Beam,Water,Special,65,100
545,Poliwag,24,Rain Dance,Water,Status,—,—
546,Poliwag,30,Body Slam,Normal,Physical,85,100
547,Poliwag,36,Earth Power,Ground,Special,90,100
548,Poliwag,42,Hydro Pump,Water,Special,110,80
549,Poliwag,48,Belly Drum,Normal,Status,—,—
550,Poliwag,54,Double-Edge,Normal,Physical,120,100
551,Poliwhirl,1,Hypnosis,Psychic,Status,—,60
552,Poliwhirl,1,Mud Shot,Ground,Special,55,95
553,Poliwhirl,1,Pound,Normal,Physical,40,100
554,Poliwhirl,1,Water Gun,Water,Special,40,100
555,Poliwhirl,18,Bubble Beam,Water,Special,65,100
556,Poliwhirl,24,Rain Dance,Water,Status,—,—
557,Poliwhirl,32,Body Slam,Normal,Physical,85,100
558,Poliwhirl,40,Earth Power,Ground,Special,90,100
559,Poliwhirl,48,Hydro Pump,Water,Special,110,80
560,Poliwhirl,56,Belly Drum,Normal,Status,—,—
561,Poliwhirl,66,Double-Edge,Normal,Physical,120,100
562,Poliwrath,1,Body Slam,Normal,Physical,85,100
563,Poliwrath,1,Bubble Beam,Water,Special,65,100
564,Poliwrath,1,Hypnosis,Psychic,Status,—,60
565,Bellsprout,1,Vine Whip,Grass,Physical,45,100
566,Bellsprout,7,Growth,Normal,Status,—,—
567,Bellsprout,11,Wrap,Normal,Physical,15,90
568,Bellsprout,13,Sleep Powder,Grass,Status,—,75
569,Bellsprout,15,Poison Powder,Poison,Status,—,75
570,Bellsprout,17,Stun Spore,Grass,Status,—,75
571,Bellsprout,23,Acid,Poison,Special,40,100
572,Bellsprout,27,Knock Off,Dark,Physical,65,100
573,Bellsprout,29,Sweet Scent,Normal,Status,—,100
574,Bellsprout,35,Gastro Acid,Poison,Status,—,100
575,Bellsprout,39,Razor Leaf,Grass,Physical,55,95
576,Bellsprout,41,Poison Jab,Poison,Physical,80,100
577,Bellsprout,47,Slam,Normal,Physical,80,75
578,Bellsprout,52,Power Whip,Grass,Physical,120,85
579,Weepinbell,1,Growth,Normal,Status,—,—
580,Weepinbell,1,Vine Whip,Grass,Physical,45,100
581,Weepinbell,1,Wrap,Normal,Physical,15,90
582,Weepinbell,13,Sleep Powder,Grass,Status,—,75
583,Weepinbell,15,Poison Powder,Poison,Status,—,75
584,Weepinbell,17,Stun Spore,Grass,Status,—,75
585,Weepinbell,24,Acid,Poison,Special,40,100
586,Weepinbell,29,Knock Off,Dark,Physical,65,100
587,Weepinbell,32,Sweet Scent,Normal,Status,—,100
588,Weepinbell,39,Gastro Acid,Poison,Status,—,100
589,Weepinbell,44,Razor Leaf,Grass,Physical,55,95
590,Weepinbell,47,Poison Jab,Poison,Physical,80,100
591,Weepinbell,54,Slam,Normal,Physical,80,75
592,Weepinbell,58,Power Whip,Grass,Physical,120,85
593,Victreebel,1,Razor Leaf,Grass,Physical,55,95
594,Victreebel,1,Sleep Powder,Grass,Status,—,75
595,Victreebel,1,Sweet Scent,Normal,Status,—,100
596,Victreebel,1,Vine Whip,Grass,Physical,45,100
597,Victreebel,44,Leaf Blade,Grass,Physical,90,100
598,Tentacool,1,Poison Sting,Poison,Physical,15,100
599,Tentacool,1,Water Gun,Water,Special,40,100
600,Tentacool,4,Acid,Poison,Special,40,100
601,Tentacool,8,Wrap,Normal,Physical,15,90
602,Tentacool,12,Supersonic,Normal,Status,—,55
603,Tentacool,16,Water Pulse,Water,Special,60,100
604,Tentacool,20,Screech,Normal,Status,—,85
605,Tentacool,24,Bubble Beam,Water,Special,65,100
606,Tentacool,28,Hex,Ghost,Special,65,100
607,Tentacool,32,Acid Armor,Poison,Status,—,—
608,Tentacool,36,Poison Jab,Poison,Physical,80,100
609,Tentacool,40,Surf,Water,Special,90,100
610,Tentacool,44,Sludge Wave,Poison,Special,95,100
611,Tentacool,48,Hydro Pump,Water,Special,110,80
612,Tentacruel,1,Acid,Poison,Special,40,100
613,Tentacruel,1,Poison Sting,Poison,Physical,15,100
614,Tentacruel,1,Reflect Type,Normal,Status,—,—
615,Tentacruel,1,Water Gun,Water,Special,40,100
616,Tentacruel,1,Wrap,Normal,Physical,15,90
617,Tentacruel,12,Supersonic,Normal,Status,—,55
618,Tentacruel,16,Water Pulse,Water,Special,60,100
619,Tentacruel,20,Screech,Normal,Status,—,85
620,Tentacruel,24,Bubble Beam,Water,Special,65,100
621,Tentacruel,28,Hex,Ghost,Special,65,100
622,Tentacruel,34,Acid Armor,Poison,Status,—,—
623,Tentacruel,40,Poison Jab,Poison,Physical,80,100
624,Tentacruel,46,Surf,Water,Special,90,100
625,Tentacruel,52,Sludge Wave,Poison,Special,95,100
626,Tentacruel,58,Hydro Pump,Water,Special,110,80
627,Geodude,1,Defense Curl,Normal,Status,—,—
628,Geodude,1,Tackle,Normal,Physical,40,100
629,Geodude,6,Rock Polish,Rock,Status,—,—
630,Geodude,10,Rollout,Rock,Physical,30,90
631,Geodude,12,Bulldoze,Ground,Physical,60,100
632,Geodude,16,Rock Throw,Rock,Physical,50,90
633,Geodude,18,Smack Down,Rock,Physical,50,100
634,Geodude,24,Self-Destruct,Normal,Physical,200,100
635,Geodude,28,Stealth Rock,Rock,Status,—,—
636,Geodude,30,Rock Blast,Rock,Physical,25,90
637,Geodude,34,Earthquake,Ground,Physical,100,100
638,Geodude,36,Explosion,Normal,Physical,250,100
639,Geodude,40,Double-Edge,Normal,Physical,120,100
640,Geodude,42,Stone Edge,Rock,Physical,100,80
641,Graveler,1,Defense Curl,Normal,Status,—,—
642,Graveler,1,Rock Polish,Rock,Status,—,—
643,Graveler,1,Tackle,Normal,Physical,40,100
644,Graveler,10,Rollout,Rock,Physical,30,90
645,Graveler,12,Bulldoze,Ground,Physical,60,100
646,Graveler,16,Rock Throw,Rock,Physical,50,90
647,Graveler,18,Smack Down,Rock,Physical,50,100
648,Graveler,24,Self-Destruct,Normal,Physical,200,100
649,Graveler,30,Stealth Rock,Rock,Status,—,—
650,Graveler,34,Rock Blast,Rock,Physical,25,90
651,Graveler,40,Earthquake,Ground,Physical,100,100
652,Graveler,44,Explosion,Normal,Physical,250,100
653,Graveler,50,Double-Edge,Normal,Physical,120,100
654,Graveler,54,Stone Edge,Rock,Physical,100,80
655,Golem,1,Defense Curl,Normal,Status,—,—
656,Golem,1,Heavy Slam,Steel,Physical,—,100
657,Golem,1,Rock Polish,Rock,Status,—,—
658,Golem,1,Tackle,Normal,Physical,40,100
659,Golem,16,Rock Throw,Rock,Physical,50,90
660,Golem,18,Smack Down,Rock,Physical,50,100
661,Golem,22,Bulldoze,Ground,Physical,60,100
662,Golem,24,Self-Destruct,Normal,Physical,200,100
663,Golem,30,Stealth Rock,Rock,Status,—,—
664,Golem,34,Rock Blast,Rock,Physical,25,90
665,Golem,40,Earthquake,Ground,Physical,100,100
666,Golem,44,Explosion,Normal,Physical,250,100
667,Golem,50,Double-Edge,Normal,Physical,120,100
668,Golem,54,Stone Edge,Rock,Physical,100,80
669,Slowpoke,1,Curse,Ghost,Status,—,—
670,Slowpoke,1,Tackle,Normal,Physical,40,100
671,Slowpoke,3,Growl,Normal,Status,—,100
672,Slowpoke,6,Water Gun,Water,Special,40,100
673,Slowpoke,9,Yawn,Normal,Status,—,—
674,Slowpoke,12,Confusion,Psychic,Special,50,100
675,Slowpoke,15,Disable,Normal,Status,—,100
676,Slowpoke,18,Water Pulse,Water,Special,60,100
677,Slowpoke,21,Headbutt,Normal,Physical,70,100
678,Slowpoke,24,Zen Headbutt,Psychic,Physical,80,90
679,Slowpoke,27,Amnesia,Psychic,Status,—,—
680,Slowpoke,30,Surf,Water,Special,90,100
681,Slowpoke,33,Slack Off,Normal,Status,—,—
682,Slowpoke,36,Psychic,Psychic,Special,90,100
683,Slowpoke,39,Psych Up,Normal,Status,—,—
684,Slowpoke,42,Rain Dance,Water,Status,—,—
685,Slowpoke,45,Heal Pulse,Psychic,Status,—,—
686,Slowbro,1,Curse,Ghost,Status,—,—
687,Slowbro,1,Growl,Normal,Status,—,100
688,Slowbro,1,Tackle,Normal,Physical,40,100
689,Slowbro,1,Water Gun,Water,Special,40,100
690,Slowbro,1,Withdraw,Water,Status,—,—
691,Slowbro,9,Yawn,Normal,Status,—,—
692,Slowbro,12,Confusion,Psychic,Special,50,100
693,Slowbro,15,Disable,Normal,Status,—,100
694,Slowbro,18,Water Pulse,Water,Special,60,100
695,Slowbro,21,Headbutt,Normal,Physical,70,100
696,Slowbro,24,Zen Headbutt,Psychic,Physical,80,90
697,Slowbro,27,Amnesia,Psychic,Status,—,—
698,Slowbro,30,Surf,Water,Special,90,100
699,Slowbro,33,Slack Off,Normal,Status,—,—
700,Slowbro,36,Psychic,Psychic,Special,90,100
701,Slowbro,41,Psych Up,Normal,Status,—,—
702,Slowbro,46,Rain Dance,Water,Status,—,—
703,Slowbro,51,Heal Pulse,Psychic,Status,—,—
704,Magnemite,1,Tackle,Normal,Physical,40,100
705,Magnemite,1,Thunder Shock,Electric,Special,40,100
706,Magnemite,4,Supersonic,Normal,Status,—,55
707,Magnemite,8,Thunder Wave,Electric,Status,—,90
708,Magnemite,12,Electro Ball,Electric,Special,—,100
709,Magnemite,16,Gyro Ball,Steel,Physical,—,100
710,Magnemite,20,Spark,Electric,Physical,65,100
711,Magnemite,24,Screech,Normal,Status,—,85
712,Magnemite,28,Magnet Rise,Electric,Status,—,—
713,Magnemite,32,Flash Cannon,Steel,Special,80,100
714,Magnemite,36,Discharge,Electric,Special,80,100
715,Magnemite,40,Metal Sound,Steel,Status,—,85
716,Magnemite,44,Light Screen,Psychic,Status,—,—
717,Magnemite,48,Lock-On,Normal,Status,—,—
718,Magnemite,52,Zap Cannon,Electric,Special,120,50
719,Magneton,1,Electric Terrain,Electric,Status,—,—
720,Magneton,1,Supersonic,Normal,Status,—,55
721,Magneton,1,Tackle,Normal,Physical,40,100
722,Magneton,1,Thunder Shock,Electric,Special,40,100
723,Magneton,1,Thunder Wave,Electric,Status,—,90
724,Magneton,12,Electro Ball,Electric,Special,—,100
725,Magneton,16,Gyro Ball,Steel,Physical,—,100
726,Magneton,20,Spark,Electric,Physical,65,100
727,Magneton,24,Screech,Normal,Status,—,85
728,Magneton,28,Magnet Rise,Electric,Status,—,—
729,Magneton,34,Flash Cannon,Steel,Special,80,100
730,Magneton,40,Discharge,Electric,Special,80,100
731,Magneton,46,Metal Sound,Steel,Status,—,85
732,Magneton,52,Light Screen,Psychic,Status,—,—
733,Magneton,58,Lock-On,Normal,Status,—,—
734,Magneton,64,Zap Cannon,Electric,Special,120,50
735,Doduo,1,Growl,Normal,Status,—,100
736,Doduo,1,Peck,Flying,Physical,35,100
737,Doduo,5,Quick Attack,Normal,Physical,40,100
738,Doduo,9,Fury Attack,Normal,Physical,15,85
739,Doduo,14,Pluck,Flying,Physical,60,100
740,Doduo,19,Double Hit,Normal,Physical,35,90
741,Doduo,23,Agility,Psychic,Status,—,—
742,Doduo,27,Uproar,Normal,Special,90,100
743,Doduo,30,Acupressure,Normal,Status,—,—
744,Doduo,33,Swords Dance,Normal,Status,—,—
745,Doduo,36,Drill Peck,Flying,Physical,80,100
746,Doduo,39,Endeavor,Normal,Physical,—,100
747,Doduo,43,Thrash,Normal,Physical,120,100
748,Dodrio,1,Growl,Normal,Status,—,100
749,Dodrio,1,Peck,Flying,Physical,35,100
750,Dodrio,1,Quick Attack,Normal,Physical,40,100
751,Dodrio,12,Fury Attack,Normal,Physical,15,85
752,Dodrio,15,Pluck,Flying,Physical,60,100
753,Dodrio,19,Double Hit,Normal,Physical,35,90
754,Dodrio,23,Agility,Psychic,Status,—,—
755,Dodrio,26,Uproar,Normal,Special,90,100
756,Dodrio,30,Acupressure,Normal,Status,—,—
757,Dodrio,34,Swords Dance,Normal,Status,—,—
758,Dodrio,38,Drill Peck,Flying,Physical,80,100
759,Dodrio,43,Endeavor,Normal,Physical,—,100
760,Dodrio,50,Thrash,Normal,Physical,120,100
761,Seel,1,Headbutt,Normal,Physical,70,100
762,Seel,3,Growl,Normal,Status,—,100
763,Seel,7,Charm,Fairy,Status,—,100
764,Seel,11,Icy Wind,Ice,Special,55,95
765,Seel,13,Encore,Normal,Status,—,100
766,Seel,17,Ice Shard,Ice,Physical,40,100
767,Seel,21,Rest,Psychic,Status,—,—
768,Seel,23,Aqua Ring,Water,Status,—,—
769,Seel,27,Aurora Beam,Ice,Special,65,100
770,Seel,31,Aqua Jet,Water,Physical,40,100
771,Seel,33,Brine,Water,Special,65,100
772,Seel,37,Take Down,Normal,Physical,90,85
773,Seel,41,Dive,Water,Physical,80,100
774,Seel,43,Aqua Tail,Water,Physical,90,90
775,Seel,47,Ice Beam,Ice,Special,90,100
776,Seel,51,Safeguard,Normal,Status,—,—
777,Seel,53,Snowscape,Ice,Status,—,—
778,Dewgong,1,Growl,Normal,Status,—,100
779,Dewgong,1,Headbutt,Normal,Physical,70,100
780,Dewgong,1,Icy Wind,Ice,Special,55,95
781,Dewgong,13,Encore,Normal,Status,—,100
782,Dewgong,17,Ice Shard,Ice,Physical,40,100
783,Dewgong,21,Rest,Psychic,Status,—,—
784,Dewgong,23,Aqua Ring,Water,Status,—,—
785,Dewgong,27,Aurora Beam,Ice,Special,65,100
786,Dewgong,31,Aqua Jet,Water,Physical,40,100
787,Dewgong,33,Brine,Water,Special,65,100
788,Dewgong,39,Take Down,Normal,Physical,90,85
789,Dewgong,45,Dive,Water,Physical,80,100
790,Dewgong,49,Aqua Tail,Water,Physical,90,90
791,Dewgong,55,Ice Beam,Ice,Special,90,100
792,Dewgong,61,Safeguard,Normal,Status,—,—
793,Dewgong,65,Snowscape,Ice,Status,—,—
794,Grimer,1,Poison Gas,Poison,Status,—,90
795,Grimer,1,Pound,Normal,Physical,40,100
796,Grimer,4,Harden,Normal,Status,—,—
797,Grimer,7,Mud-Slap,Ground,Special,20,100
798,Grimer,12,Disable,Normal,Status,—,100
799,Grimer,15,Sludge,Poison,Special,65,100
800,Grimer,18,Mud Shot,Ground,Special,55,95
801,Grimer,21,Minimize,Normal,Status,—,—
802,Grimer,26,Toxic,Poison,Status,—,90
803,Grimer,29,Sludge Bomb,Poison,Special,90,100
804,Grimer,32,Sludge Wave,Poison,Special,95,100
805,Grimer,37,Screech,Normal,Status,—,85
806,Grimer,40,Gunk Shot,Poison,Physical,120,80
807,Grimer,43,Acid Armor,Poison,Status,—,—
808,Grimer,46,Belch,Poison,Special,120,90
809,Grimer,48,Memento,Dark,Status,—,100
810,Muk,1,Harden,Normal,Status,—,—
811,Muk,1,Mud-Slap,Ground,Special,20,100
812,Muk,1,Poison Gas,Poison,Status,—,90
813,Muk,1,Pound,Normal,Physical,40,100
814,Muk,12,Disable,Normal,Status,—,100
815,Muk,15,Sludge,Poison,Special,65,100
816,Muk,18,Mud Shot,Ground,Special,55,95
817,Muk,21,Minimize,Normal,Status,—,—
818,Muk,26,Toxic,Poison,Status,—,90
819,Muk,29,Sludge Bomb,Poison,Special,90,100
820,Muk,32,Sludge Wave,Poison,Special,95,100
821,Muk,37,Screech,Normal,Status,—,85
822,Muk,40,Gunk Shot,Poison,Physical,120,80
823,Muk,46,Acid Armor,Poison,Status,—,—
824,Muk,52,Belch,Poison,Special,120,90
825,Muk,57,Memento,Dark,Status,—,100
826,Shellder,1,Tackle,Normal,Physical,40,100
827,Shellder,1,Water Gun,Water,Special,40,100
828,Shellder,4,Withdraw,Water,Status,—,—
829,Shellder,8,Ice Shard,Ice,Physical,40,100
830,Shellder,12,Leer,Normal,Status,—,100
831,Shellder,16,Whirlpool,Water,Special,35,85
832,Shellder,20,Supersonic,Normal,Status,—,55
833,Shellder,24,Aurora Beam,Ice,Special,65,100
834,Shellder,28,Protect,Normal,Status,—,—
835,Shellder,32,Razor Shell,Water,Physical,75,95
836,Shellder,36,Iron Defense,Steel,Status,—,—
837,Shellder,40,Ice Beam,Ice,Special,90,100
838,Shellder,44,Shell Smash,Normal,Status,—,—
839,Shellder,48,Hydro Pump,Water,Special,110,80
840,Cloyster,1,Aurora Beam,Ice,Special,65,100
841,Cloyster,1,Hydro Pump,Water,Special,110,80
842,Cloyster,1,Ice Beam,Ice,Special,90,100
843,Cloyster,1,Ice Shard,Ice,Physical,40,100
844,Cloyster,1,Icicle Crash,Ice,Physical,85,90
845,Cloyster,1,Iron Defense,Steel,Status,—,—
846,Cloyster,1,Leer,Normal,Status,—,100
847,Cloyster,1,Protect,Normal,Status,—,—
848,Cloyster,1,Shell Smash,Normal,Status,—,—
849,Cloyster,1,Spikes,Ground,Status,—,—
850,Cloyster,1,Supersonic,Normal,Status,—,55
851,Cloyster,1,Tackle,Normal,Physical,40,100
852,Cloyster,1,Toxic Spikes,Poison,Status,—,—
853,Cloyster,1,Water Gun,Water,Special,40,100
854,Cloyster,1,Whirlpool,Water,Special,35,85
855,Cloyster,1,Withdraw,Water,Status,—,—
856,Cloyster,5,Razor Shell,Water,Physical,75,95
857,Gastly,1,Confuse Ray,Ghost,Status,—,100
858,Gastly,1,Lick,Ghost,Physical,30,100
859,Gastly,4,Hypnosis,Psychic,Status,—,60
860,Gastly,8,Mean Look,Normal,Status,—,—
861,Gastly,12,Payback,Dark,Physical,50,100
862,Gastly,16,Spite,Ghost,Status,—,100
863,Gastly,20,Curse,Ghost,Status,—,—
864,Gastly,24,Hex,Ghost,Special,65,100
865,Gastly,28,Night Shade,Ghost,Special,—,100
866,Gastly,32,Sucker Punch,Dark,Physical,70,100
867,Gastly,36,Dark Pulse,Dark,Special,80,100
868,Gastly,40,Shadow Ball,Ghost,Special,80,100
869,Gastly,44,Destiny Bond,Ghost,Status,—,—
870,Gastly,48,Dream Eater,Psychic,Special,100,100
871,Haunter,1,Confuse Ray,Ghost,Status,—,100
872,Haunter,1,Hypnosis,Psychic,Status,—,60
873,Haunter,1,Lick,Ghost,Physical,30,100
874,Haunter,1,Mean Look,Normal,Status,—,—
875,Haunter,12,Payback,Dark,Physical,50,100
876,Haunter,16,Spite,Ghost,Status,—,100
877,Haunter,20,Curse,Ghost,Status,—,—
878,Haunter,24,Hex,Ghost,Special,65,100
879,Haunter,30,Night Shade,Ghost,Special,—,100
880,Haunter,36,Sucker Punch,Dark,Physical,70,100
881,Haunter,42,Dark Pulse,Dark,Special,80,100
882,Haunter,48,Shadow Ball,Ghost,Special,80,100
883,Haunter,54,Destiny Bond,Ghost,Status,—,—
884,Haunter,60,Dream Eater,Psychic,Special,100,100
885,Gengar,1,Confuse Ray,Ghost,Status,—,100
886,Gengar,1,Hypnosis,Psychic,Status,—,60
887,Gengar,1,Lick,Ghost,Physical,30,100
888,Gengar,1,Mean Look,Normal,Status,—,—
889,Gengar,1,Perish Song,Normal,Status,—,—
890,Gengar,1,Reflect Type,Normal,Status,—,—
891,Gengar,1,Shadow Punch,Ghost,Physical,60,∞
892,Gengar,12,Payback,Dark,Physical,50,100
893,Gengar,16,Spite,Ghost,Status,—,100
894,Gengar,20,Curse,Ghost,Status,—,—
895,Gengar,24,Hex,Ghost,Special,65,100
896,Gengar,30,Night Shade,Ghost,Special,—,100
897,Gengar,36,Sucker Punch,Dark,Physical,70,100
898,Gengar,42,Dark Pulse,Dark,Special,80,100
899,Gengar,48,Shadow Ball,Ghost,Special,80,100
900,Gengar,54,Destiny Bond,Ghost,Status,—,—
901,Gengar,60,Dream Eater,Psychic,Special,100,100
902,Drowzee,1,Hypnosis,Psychic,Status,—,60
903,Drowzee,1,Pound,Normal,Physical,40,100
904,Drowzee,5,Disable,Normal,Status,—,100
905,Drowzee,9,Confusion,Psychic,Special,50,100
906,Drowzee,13,Headbutt,Normal,Physical,70,100
907,Drowzee,17,Poison Gas,Poison,Status,—,90
908,Drowzee,21,Psybeam,Psychic,Special,65,100
909,Drowzee,25,Psych Up,Normal,Status,—,—
910,Drowzee,29,Zen Headbutt,Psychic,Physical,80,90
911,Drowzee,33,Swagger,Normal,Status,—,85
912,Drowzee,37,Psychic,Psychic,Special,90,100
913,Drowzee,41,Nasty Plot,Dark,Status,—,—
914,Drowzee,45,Psyshock,Psychic,Special,80,100
915,Drowzee,49,Future Sight,Psychic,Special,120,100
916,Hypno,1,Confusion,Psychic,Special,50,100
917,Hypno,1,Disable,Normal,Status,—,100
918,Hypno,1,Hypnosis,Psychic,Status,—,60
919,Hypno,1,Pound,Normal,Physical,40,100
920,Hypno,1,Switcheroo,Dark,Status,—,100
921,Hypno,13,Headbutt,Normal,Physical,70,100
922,Hypno,17,Poison Gas,Poison,Status,—,90
923,Hypno,21,Psybeam,Psychic,Special,65,100
924,Hypno,25,Psych Up,Normal,Status,—,—
925,Hypno,32,Zen Headbutt,Psychic,Physical,80,90
926,Hypno,37,Swagger,Normal,Status,—,85
927,Hypno,42,Psychic,Psychic,Special,90,100
928,Hypno,47,Nasty Plot,Dark,Status,—,—
929,Hypno,51,Psyshock,Psychic,Special,80,100
930,Hypno,56,Future Sight,Psychic,Special,120,100
931,Voltorb,1,Charge,Electric,Status,—,—
932,Voltorb,1,Tackle,Normal,Physical,40,100
933,Voltorb,4,Thunder Shock,Electric,Special,40,100
934,Voltorb,6,Eerie Impulse,Electric,Status,—,100
935,Voltorb,9,Spark,Electric,Physical,65,100
936,Voltorb,11,Rollout,Rock,Physical,30,90
937,Voltorb,13,Screech,Normal,Status,—,85
938,Voltorb,16,Charge Beam,Electric,Special,50,90
939,Voltorb,20,Swift,Normal,Special,60,∞
940,Voltorb,22,Electro Ball,Electric,Special,—,100
941,Voltorb,26,Self-Destruct,Normal,Physical,200,100
942,Voltorb,29,Light Screen,Psychic,Status,—,—
943,Voltorb,34,Magnet Rise,Electric,Status,—,—
944,Voltorb,37,Discharge,Electric,Special,80,100
945,Voltorb,41,Explosion,Normal,Physical,250,100
946,Voltorb,46,Gyro Ball,Steel,Physical,—,100
947,Voltorb,50,Mirror Coat,Psychic,Special,—,100
948,Electrode,1,Charge,Electric,Status,—,—
949,Electrode,1,Eerie Impulse,Electric,Status,—,100
950,Electrode,1,Magnetic Flux,Electric,Status,—,—
951,Electrode,1,Tackle,Normal,Physical,40,100
952,Electrode,1,Thunder Shock,Electric,Special,40,100
953,Electrode,9,Spark,Electric,Physical,65,100
954,Electrode,11,Rollout,Rock,Physical,30,90
955,Electrode,13,Screech,Normal,Status,—,85
956,Electrode,16,Charge Beam,Electric,Special,50,90
957,Electrode,20,Swift,Normal,Special,60,∞
958,Electrode,22,Electro Ball,Electric,Special,—,100
959,Electrode,26,Self-Destruct,Normal,Physical,200,100
960,Electrode,29,Light Screen,Psychic,Status,—,—
961,Electrode,36,Magnet Rise,Electric,Status,—,—
962,Electrode,41,Discharge,Electric,Special,80,100
963,Electrode,47,Explosion,Normal,Physical,250,100
964,Electrode,54,Gyro Ball,Steel,Physical,—,100
965,Electrode,58,Mirror Coat,Psychic,Special,—,100
